PROMPT:
The project schedule problem is the problem of finding a schedule of activities that respect some precedence and resource restrictions while minimising the project completion time. In this context, provide an explanation to answer the following question about the solution of 32-activity project schedule problem. To do so, reason about the provided solution and the restrictions related to project scheduling. 
Solution: 
| activity | start_time | completion_time | duration | predecessors | resource_type | resource_units | 
|----------|------------|-----------------|----------|--------------|---------------|----------------| 
| 1        | 0          | 0               | 0        | nan          | -             | -              | 
| 2        | 1          | 7               | 7        | 1            | 4             | 2              | 
| 3        | 1          | 1               | 1        | 1            | 2             | 8              | 
| 4        | 1          | 4               | 4        | 1            | 3             | 10             | 
| 5        | 5          | 10              | 6        | 4            | 1             | 7              | 
| 6        | 8          | 9               | 2        | 2            | 3             | 7              | 
| 7        | 11         | 20              | 10       | 5            | 3             | 5              | 
| 8        | 21         | 27              | 7        | 7            | 4             | 2              | 
| 9        | 21         | 21              | 1        | 7            | 4             | 7              | 
| 10       | 13         | 22              | 10       | 5            | 3             | 1              | 
| 11       | 12         | 17              | 6        | 5            | 2             | 10             | 
| 12       | 21         | 29              | 9        | 7            | 1             | 8              | 
| 13       | 28         | 34              | 7        | 8, 10        | 4             | 4              | 
| 14       | 22         | 27              | 6        | 9            | 3             | 1              | 
| 15       | 41         | 49              | 9        | 13, 14       | 4             | 10             | 
| 16       | 30         | 38              | 9        | 9            | 1             | 9              | 
| 17       | 18         | 27              | 10       | 11           | 3             | 7              | 
| 18       | 28         | 37              | 10       | 8, 14, 17    | 4             | 9              | 
| 19       | 2          | 11              | 10       | 3            | 2             | 5              | 
| 20       | 30         | 39              | 10       | 12           | 1             | 6              | 
| 21       | 50         | 57              | 8        | 13           | 3             | 9              | 
| 22       | 38         | 38              | 1        | 18           | 3             | 5              | 
| 23       | 10         | 19              | 10       | 6            | 2             | 1              | 
| 24       | 38         | 47              | 10       | 18           | 3             | 3              | 
| 25       | 50         | 55              | 6        | 15, 22, 24   | 2             | 5              | 
| 26       | 48         | 55              | 8        | 10, 24       | 2             | 3              | 
| 27       | 56         | 63              | 8        | 12, 25, 26   | 2             | 8              | 
| 28       | 57         | 61              | 5        | 16, 19, 20   | 3             | 5              | 
| 29       | 68         | 72              | 5        | 11, 21, 23   | 4             | 7              | 
| 30       | 72         | 72              | 1        | 18, 28       | 3             | 3              | 
| 31       | 64         | 72              | 9        | 16, 27       | 3             | 2              | 
| 32       | 72         | 72              | 0        | 29, 30, 31   | -             | -              | 
Question: Why is activity 22 not completed at time period 57? 

Write a brief explanation without listing reasons. 

OUTPUT:
