PROMPT:
The project schedule problem is the problem of finding a schedule of activities that respect some precedence and resource restrictions while minimising the project completion time. In this context, provide an explanation to answer the following question about the solution of 32-activity project schedule problem. To do so, reason about the provided solution and the restrictions related to project scheduling. 
Solution: 
| activity | start_time | completion_time | duration | predecessors | resource_type | resource_units | 
|----------|------------|-----------------|----------|--------------|---------------|----------------| 
| 1        | 0          | 0               | 0        | nan          | -             | -              | 
| 2        | 1          | 3               | 3        | 1            | 1             | 7              | 
| 3        | 27         | 36              | 10       | 1            | 2             | 8              | 
| 4        | 1          | 10              | 10       | 1            | 2             | 5              | 
| 5        | 11         | 17              | 7        | 4            | 3             | 10             | 
| 6        | 4          | 9               | 6        | 2            | 4             | 5              | 
| 7        | 10         | 18              | 9        | 6            | 4             | 4              | 
| 8        | 18         | 24              | 7        | 5            | 3             | 4              | 
| 9        | 26         | 34              | 9        | 8            | 4             | 10             | 
| 10       | 25         | 28              | 4        | 8            | 4             | 4              | 
| 11       | 35         | 38              | 4        | 10           | 4             | 9              | 
| 12       | 35         | 43              | 9        | 10           | 3             | 3              | 
| 13       | 19         | 25              | 7        | 7            | 2             | 9              | 
| 14       | 4          | 12              | 9        | 2            | 4             | 9              | 
| 15       | 10         | 14              | 5        | 6            | 2             | 5              | 
| 16       | 39         | 45              | 7        | 13, 15       | 4             | 9              | 
| 17       | 39         | 39              | 1        | 11           | 2             | 2              | 
| 18       | 29         | 35              | 7        | 13           | 4             | 3              | 
| 19       | 13         | 14              | 2        | 6            | 4             | 10             | 
| 20       | 44         | 52              | 9        | 7, 12        | 2             | 7              | 
| 21       | 35         | 36              | 2        | 13           | 3             | 3              | 
| 22       | 25         | 31              | 7        | 8            | 2             | 2              | 
| 23       | 36         | 38              | 3        | 2, 22        | 4             | 4              | 
| 24       | 25         | 34              | 10       | 7            | 3             | 10             | 
| 25       | 46         | 46              | 1        | 15, 21, 23   | 4             | 1              | 
| 26       | 35         | 38              | 4        | 9, 10, 19    | 1             | 5              | 
| 27       | 18         | 21              | 4        | 14           | 3             | 7              | 
| 28       | 47         | 47              | 1        | 16, 25, 27   | 3             | 1              | 
| 29       | 53         | 62              | 10       | 3, 12, 17    | 2             | 6              | 
| 30       | 54         | 62              | 9        | 20, 26, 28   | 4             | 6              | 
| 31       | 46         | 53              | 8        | 18, 23, 24   | 4             | 10             | 
| 32       | 62         | 62              | 0        | 29, 30, 31   | -             | -              | 
Question: Why is activity 22 completed at time period 31 instead of activity 24? 

Write a brief explanation without listing reasons. 

OUTPUT:
