PROMPT:
The project schedule problem is the problem of finding a schedule of activities that respect some precedence and resource restrictions while minimising the project completion time. In this context, provide an explanation to answer the following question about the solution of 32-activity project schedule problem. To do so, reason about the provided solution and the restrictions related to project scheduling. 
Solution: 
| activity | start_time | completion_time | duration | predecessors | resource_type | resource_units | 
|----------|------------|-----------------|----------|--------------|---------------|----------------| 
| 1        | 0          | 0               | 0        | nan          | -             | -              | 
| 2        | 9          | 14              | 6        | 1            | 3             | 7              | 
| 3        | 1          | 4               | 4        | 1            | 3             | 1              | 
| 4        | 1          | 2               | 2        | 1            | 4             | 2              | 
| 5        | 5          | 5               | 1        | 3            | 3             | 6              | 
| 6        | 6          | 10              | 5        | 5            | 1             | 2              | 
| 7        | 11         | 11              | 1        | 6            | 4             | 6              | 
| 8        | 8          | 10              | 3        | 3            | 2             | 9              | 
| 9        | 12         | 16              | 5        | 7            | 2             | 8              | 
| 10       | 11         | 16              | 6        | 8            | 1             | 8              | 
| 11       | 15         | 20              | 6        | 2            | 3             | 7              | 
| 12       | 17         | 20              | 4        | 2, 5         | 1             | 7              | 
| 13       | 23         | 23              | 1        | 9            | 1             | 8              | 
| 14       | 6          | 11              | 6        | 5            | 2             | 1              | 
| 15       | 18         | 22              | 5        | 2            | 4             | 2              | 
| 16       | 6          | 8               | 3        | 3            | 3             | 5              | 
| 17       | 21         | 23              | 3        | 10, 14       | 2             | 2              | 
| 18       | 9          | 10              | 2        | 16           | 1             | 7              | 
| 19       | 17         | 19              | 3        | 18           | 2             | 8              | 
| 20       | 22         | 24              | 3        | 8            | 3             | 5              | 
| 21       | 17         | 23              | 7        | 9            | 4             | 2              | 
| 22       | 28         | 31              | 4        | 13, 19       | 4             | 1              | 
| 23       | 24         | 31              | 8        | 13, 18       | 4             | 5              | 
| 24       | 32         | 32              | 1        | 15, 22, 23   | 4             | 5              | 
| 25       | 21         | 28              | 8        | 10, 11, 12   | 2             | 9              | 
| 26       | 29         | 36              | 8        | 17           | 2             | 5              | 
| 27       | 3          | 7               | 5        | 4            | 2             | 9              | 
| 28       | 37         | 37              | 1        | 7, 11, 26    | 2             | 4              | 
| 29       | 33         | 37              | 5        | 12, 20, 24   | 2             | 4              | 
| 30       | 38         | 39              | 2        | 25, 27, 28   | 2             | 9              | 
| 31       | 39         | 39              | 1        | 13, 21       | 4             | 10             | 
| 32       | 39         | 39              | 0        | 29, 30, 31   | -             | -              | 
Question: Why is activity 17 not completed at time period 99? 

Write a brief explanation without listing reasons. 

OUTPUT:
