PROMPT:
The project schedule problem is the problem of finding a schedule of activities that respect some precedence and resource restrictions while minimising the project completion time. In this context, provide an explanation to answer the following question about the solution of 32-activity project schedule problem. To do so, reason about the provided solution and the restrictions related to project scheduling. 
Solution: 
| activity | start_time | completion_time | duration | predecessors | resource_type | resource_units | 
|----------|------------|-----------------|----------|--------------|---------------|----------------| 
| 1        | 0          | 0               | 0        | nan          | -             | -              | 
| 2        | 1          | 4               | 4        | 1            | 1             | 8              | 
| 3        | 13         | 16              | 4        | 1            | 1             | 5              | 
| 4        | 5          | 12              | 8        | 1            | 1             | 5              | 
| 5        | 5          | 6               | 2        | 2            | 2             | 1              | 
| 6        | 17         | 23              | 7        | 5            | 1             | 3              | 
| 7        | 31         | 34              | 4        | 4            | 2             | 8              | 
| 8        | 32         | 32              | 1        | 3            | 1             | 3              | 
| 9        | 5          | 13              | 9        | 2            | 1             | 4              | 
| 10       | 35         | 42              | 8        | 7            | 2             | 6              | 
| 11       | 27         | 31              | 5        | 5, 9         | 1             | 1              | 
| 12       | 33         | 42              | 10       | 11           | 1             | 4              | 
| 13       | 17         | 26              | 10       | 9            | 1             | 1              | 
| 14       | 31         | 40              | 10       | 3            | 1             | 7              | 
| 15       | 13         | 16              | 4        | 4            | 2             | 1              | 
| 16       | 28         | 30              | 3        | 13           | 1             | 5              | 
| 17       | 24         | 25              | 2        | 6            | 2             | 9              | 
| 18       | 44         | 47              | 4        | 10           | 1             | 2              | 
| 19       | 49         | 55              | 7        | 6, 16        | 1             | 8              | 
| 20       | 49         | 53              | 5        | 9, 14        | 1             | 3              | 
| 21       | 41         | 47              | 7        | 11, 17       | 1             | 7              | 
| 22       | 50         | 55              | 6        | 11           | 2             | 9              | 
| 23       | 26         | 30              | 5        | 3, 15, 17    | 1             | 5              | 
| 24       | 14         | 23              | 10       | 2            | 1             | 6              | 
| 25       | 57         | 57              | 1        | 12, 22       | 1             | 5              | 
| 26       | 58         | 59              | 2        | 18, 23, 25   | 2             | 5              | 
| 27       | 43         | 43              | 1        | 10, 23       | 1             | 1              | 
| 28       | 48         | 48              | 1        | 21, 27       | 1             | 5              | 
| 29       | 54         | 63              | 10       | 8, 28        | 2             | 7              | 
| 30       | 56         | 63              | 8        | 19, 20, 24   | 3             | 9              | 
| 31       | 60         | 62              | 3        | 26, 27       | 1             | 4              | 
| 32       | 63         | 63              | 0        | 29, 30, 31   | -             | -              | 
Question: Why is activity 27 not completed at time period 147? 

Write a brief explanation without listing reasons. 

OUTPUT:
