PROMPT:
The project schedule problem is the problem of finding a schedule of activities that respect some precedence and resource restrictions while minimising the project completion time. In this context, provide an explanation to answer the following question about the solution of 32-activity project schedule problem. To do so, reason about the provided solution and the restrictions related to project scheduling. 
Solution: 
| activity | start_time | completion_time | duration | predecessors | resource_type | resource_units | 
|----------|------------|-----------------|----------|--------------|---------------|----------------| 
| 1        | 0          | 0               | 0        | nan          | -             | -              | 
| 2        | 1          | 4               | 4        | 1            | 2             | 9              | 
| 3        | 1          | 5               | 5        | 1            | 1             | 6              | 
| 4        | 1          | 6               | 6        | 1            | 3             | 4              | 
| 5        | 6          | 8               | 3        | 3            | 3             | 10             | 
| 6        | 9          | 11              | 3        | 5            | 2             | 8              | 
| 7        | 6          | 8               | 3        | 3            | 4             | 8              | 
| 8        | 9          | 13              | 5        | 5            | 1             | 3              | 
| 9        | 14         | 20              | 7        | 8            | 4             | 2              | 
| 10       | 9          | 9               | 1        | 7            | 2             | 6              | 
| 11       | 6          | 15              | 10       | 3            | 1             | 2              | 
| 12       | 7          | 7               | 1        | 4            | 3             | 7              | 
| 13       | 14         | 21              | 8        | 8            | 3             | 6              | 
| 14       | 22         | 28              | 7        | 13           | 3             | 6              | 
| 15       | 7          | 15              | 9        | 4            | 3             | 6              | 
| 16       | 29         | 36              | 8        | 14           | 3             | 10             | 
| 17       | 9          | 15              | 7        | 5, 12        | 1             | 5              | 
| 18       | 29         | 34              | 6        | 14           | 2             | 4              | 
| 19       | 21         | 21              | 1        | 9            | 1             | 6              | 
| 20       | 35         | 37              | 3        | 11, 18       | 2             | 5              | 
| 21       | 38         | 47              | 10       | 15, 20       | 1             | 9              | 
| 22       | 48         | 52              | 5        | 17, 21       | 4             | 1              | 
| 23       | 14         | 23              | 10       | 8            | 2             | 6              | 
| 24       | 22         | 29              | 8        | 12, 13       | 3             | 8              | 
| 25       | 30         | 30              | 1        | 10, 24       | 4             | 5              | 
| 26       | 48         | 51              | 4        | 19, 21, 23   | 4             | 7              | 
| 27       | 37         | 41              | 5        | 6, 16, 17    | 2             | 6              | 
| 28       | 42         | 43              | 2        | 20, 27       | 2             | 9              | 
| 29       | 53         | 60              | 8        | 7, 22, 28    | 1             | 5              | 
| 30       | 52         | 58              | 7        | 2, 26        | 4             | 10             | 
| 31       | 35         | 42              | 8        | 18, 25       | 4             | 3              | 
| 32       | 60         | 60              | 0        | 29, 30, 31   | -             | -              | 
Question: Why is activity 23 completed at time period 23 instead of activity 13? 

Write a brief explanation without listing reasons. 

OUTPUT:
