PROMPT:
The project schedule problem is the problem of finding a schedule of activities that respect some precedence and resource restrictions while minimising the project completion time. In this context, provide an explanation to answer the following question about the solution of 32-activity project schedule problem. To do so, reason about the provided solution and the restrictions related to project scheduling. 
Solution: 
| activity | start_time | completion_time | duration | predecessors | resource_type | resource_units | 
|----------|------------|-----------------|----------|--------------|---------------|----------------| 
| 1        | 0          | 0               | 0        | nan          | -             | -              | 
| 2        | 1          | 3               | 3        | 1            | 3             | 7              | 
| 3        | 1          | 8               | 8        | 1            | 1             | 2              | 
| 4        | 1          | 5               | 5        | 1            | 4             | 9              | 
| 5        | 6          | 12              | 7        | 4            | 1             | 4              | 
| 6        | 13         | 13              | 1        | 5            | 3             | 8              | 
| 7        | 4          | 11              | 8        | 2            | 3             | 9              | 
| 8        | 4          | 13              | 10       | 2            | 4             | 7              | 
| 9        | 6          | 7               | 2        | 4            | 2             | 1              | 
| 10       | 12         | 19              | 8        | 7            | 1             | 1              | 
| 11       | 15         | 24              | 10       | 6, 8         | 4             | 7              | 
| 12       | 13         | 17              | 5        | 5            | 2             | 1              | 
| 13       | 14         | 14              | 1        | 8            | 1             | 2              | 
| 14       | 12         | 15              | 4        | 7            | 2             | 5              | 
| 15       | 15         | 15              | 1        | 9            | 4             | 1              | 
| 16       | 9          | 15              | 7        | 3            | 2             | 2              | 
| 17       | 12         | 17              | 6        | 4            | 3             | 3              | 
| 18       | 13         | 22              | 10       | 2, 9         | 1             | 10             | 
| 19       | 16         | 19              | 4        | 5, 16        | 4             | 6              | 
| 20       | 20         | 29              | 10       | 10           | 3             | 3              | 
| 21       | 23         | 31              | 9        | 18           | 2             | 7              | 
| 22       | 18         | 23              | 6        | 8, 17        | 3             | 8              | 
| 23       | 20         | 24              | 5        | 16           | 4             | 10             | 
| 24       | 32         | 34              | 3        | 11, 23       | 2             | 2              | 
| 25       | 31         | 32              | 2        | 18           | 4             | 4              | 
| 26       | 18         | 21              | 4        | 12, 13, 15   | 1             | 1              | 
| 27       | 35         | 41              | 7        | 20, 21       | 3             | 3              | 
| 28       | 33         | 41              | 9        | 7, 25        | 1             | 6              | 
| 29       | 23         | 32              | 10       | 6, 19, 26    | 1             | 10             | 
| 30       | 42         | 51              | 10       | 16, 27, 28   | 1             | 4              | 
| 31       | 42         | 47              | 6        | 14, 22, 24   | 2             | 1              | 
| 32       | 51         | 51              | 0        | 29, 30, 31   | -             | -              | 
Question: Why is activity 22 not completed at time period 116? 

Write a brief explanation without listing reasons. 

OUTPUT:
