PROMPT:
The project schedule problem is the problem of finding a schedule of activities that respect some precedence and resource restrictions while minimising the project completion time. In this context, provide an explanation to answer the following question about the solution of 32-activity project schedule problem. To do so, reason about the provided solution and the restrictions related to project scheduling. 
Solution: 
| activity | start_time | completion_time | duration | predecessors | resource_type | resource_units | 
|----------|------------|-----------------|----------|--------------|---------------|----------------| 
| 1        | 0          | 0               | 0        | nan          | -             | -              | 
| 2        | 14         | 15              | 2        | 1            | 3             | 4              | 
| 3        | 1          | 3               | 3        | 1            | 1             | 2              | 
| 4        | 1          | 7               | 7        | 1            | 2             | 10             | 
| 5        | 8          | 8               | 1        | 4            | 1             | 6              | 
| 6        | 8          | 15              | 8        | 4            | 1             | 4              | 
| 7        | 27         | 29              | 3        | 6            | 2             | 10             | 
| 8        | 9          | 11              | 3        | 5            | 3             | 2              | 
| 9        | 12         | 13              | 2        | 8            | 2             | 5              | 
| 10       | 12         | 20              | 9        | 8            | 1             | 10             | 
| 11       | 33         | 42              | 10       | 4            | 1             | 7              | 
| 12       | 19         | 26              | 8        | 3, 8         | 2             | 8              | 
| 13       | 21         | 26              | 6        | 10           | 1             | 4              | 
| 14       | 14         | 16              | 3        | 5            | 2             | 1              | 
| 15       | 19         | 19              | 1        | 14           | 4             | 8              | 
| 16       | 14         | 22              | 9        | 9            | 2             | 8              | 
| 17       | 31         | 37              | 7        | 10, 16       | 1             | 5              | 
| 18       | 27         | 30              | 4        | 16           | 1             | 10             | 
| 19       | 31         | 31              | 1        | 12, 15       | 2             | 1              | 
| 20       | 27         | 31              | 5        | 12, 13       | 3             | 3              | 
| 21       | 23         | 31              | 9        | 16           | 1             | 10             | 
| 22       | 32         | 35              | 4        | 20           | 4             | 10             | 
| 23       | 32         | 38              | 7        | 20, 21       | 1             | 3              | 
| 24       | 32         | 37              | 6        | 15, 21       | 1             | 5              | 
| 25       | 38         | 42              | 5        | 19, 20       | 1             | 3              | 
| 26       | 36         | 42              | 7        | 13, 15       | 2             | 3              | 
| 27       | 38         | 38              | 1        | 7, 17, 24    | 1             | 4              | 
| 28       | 21         | 26              | 6        | 2            | 2             | 2              | 
| 29       | 43         | 46              | 4        | 11, 26, 28   | 1             | 6              | 
| 30       | 39         | 43              | 5        | 18, 22, 27   | 2             | 2              | 
| 31       | 43         | 45              | 3        | 23, 25       | 1             | 5              | 
| 32       | 46         | 46              | 0        | 29, 30, 31   | -             | -              | 
Question: Why is activity 7 completed at time period 29 instead of activity 18? 

Write a brief explanation without listing reasons. 

OUTPUT:
