PROMPT:
The project schedule problem is the problem of finding a schedule of activities that respect some precedence and resource restrictions while minimising the project completion time. In this context, provide an explanation to answer the following question about the solution of 32-activity project schedule problem. To do so, reason about the provided solution and the restrictions related to project scheduling. 
Solution: 
| activity | start_time | completion_time | duration | predecessors | resource_type | resource_units | 
|----------|------------|-----------------|----------|--------------|---------------|----------------| 
| 1        | 0          | 0               | 0        | nan          | -             | -              | 
| 2        | 3          | 11              | 9        | 1            | 2             | 6              | 
| 3        | 1          | 9               | 9        | 1            | 3             | 1              | 
| 4        | 1          | 2               | 2        | 1            | 1             | 2              | 
| 5        | 10         | 10              | 1        | 3            | 1             | 7              | 
| 6        | 10         | 11              | 2        | 3            | 4             | 8              | 
| 7        | 3          | 12              | 10       | 4            | 3             | 8              | 
| 8        | 10         | 14              | 5        | 3            | 3             | 6              | 
| 9        | 14         | 22              | 9        | 7            | 1             | 4              | 
| 10       | 15         | 18              | 4        | 8            | 3             | 9              | 
| 11       | 19         | 19              | 1        | 7            | 2             | 6              | 
| 12       | 14         | 17              | 4        | 5            | 3             | 9              | 
| 13       | 19         | 24              | 6        | 10           | 1             | 2              | 
| 14       | 25         | 32              | 8        | 12, 13       | 2             | 9              | 
| 15       | 12         | 18              | 7        | 6            | 2             | 8              | 
| 16       | 25         | 27              | 3        | 2, 13        | 1             | 7              | 
| 17       | 28         | 37              | 10       | 11, 16       | 1             | 6              | 
| 18       | 3          | 3               | 1        | 4            | 1             | 4              | 
| 19       | 38         | 42              | 5        | 14, 17       | 1             | 3              | 
| 20       | 19         | 24              | 6        | 15           | 2             | 2              | 
| 21       | 20         | 24              | 5        | 11           | 1             | 5              | 
| 22       | 25         | 25              | 1        | 21           | 4             | 9              | 
| 23       | 36         | 39              | 4        | 15, 22       | 2             | 1              | 
| 24       | 25         | 27              | 3        | 9, 20        | 3             | 8              | 
| 25       | 33         | 40              | 8        | 4, 20        | 2             | 6              | 
| 26       | 12         | 13              | 2        | 6, 18        | 1             | 8              | 
| 27       | 47         | 56              | 10       | 19, 23, 25   | 1             | 9              | 
| 28       | 19         | 21              | 3        | 15           | 3             | 1              | 
| 29       | 22         | 25              | 4        | 18, 28       | 1             | 3              | 
| 30       | 38         | 46              | 9        | 2, 24, 26    | 1             | 10             | 
| 31       | 57         | 60              | 4        | 24, 26, 27   | 2             | 2              | 
| 32       | 60         | 60              | 0        | 29, 30, 31   | -             | -              | 
Question: Why is activity 31 not completed at time period 155? 

Write a brief explanation without listing reasons. 

OUTPUT:
