PROMPT:
The project schedule problem is the problem of finding a schedule of activities that respect some precedence and resource restrictions while minimising the project completion time. In this context, provide an explanation to answer the following question about the solution of 32-activity project schedule problem. To do so, reason about the provided solution and the restrictions related to project scheduling. 
Solution: 
| activity | start_time | completion_time | duration | predecessors | resource_type | resource_units | 
|----------|------------|-----------------|----------|--------------|---------------|----------------| 
| 1        | 0          | 0               | 0        | nan          | -             | -              | 
| 2        | 1          | 3               | 3        | 1            | 1             | 3              | 
| 3        | 1          | 2               | 2        | 1            | 1             | 3              | 
| 4        | 20         | 28              | 9        | 1            | 1             | 8              | 
| 5        | 3          | 5               | 3        | 3            | 3             | 3              | 
| 6        | 4          | 13              | 10       | 2            | 4             | 6              | 
| 7        | 39         | 40              | 2        | 6            | 1             | 2              | 
| 8        | 6          | 7               | 2        | 5            | 1             | 10             | 
| 9        | 8          | 17              | 10       | 8            | 3             | 4              | 
| 10       | 19         | 23              | 5        | 9            | 3             | 3              | 
| 11       | 14         | 15              | 2        | 6            | 3             | 4              | 
| 12       | 16         | 20              | 5        | 11           | 2             | 9              | 
| 13       | 10         | 12              | 3        | 8            | 1             | 7              | 
| 14       | 17         | 20              | 4        | 3, 6         | 1             | 5              | 
| 15       | 34         | 41              | 8        | 8            | 3             | 6              | 
| 16       | 17         | 19              | 3        | 11           | 1             | 8              | 
| 17       | 39         | 42              | 4        | 4            | 1             | 6              | 
| 18       | 42         | 44              | 3        | 7, 12, 15    | 3             | 6              | 
| 19       | 21         | 30              | 10       | 5            | 3             | 10             | 
| 20       | 21         | 23              | 3        | 12           | 2             | 6              | 
| 21       | 25         | 32              | 8        | 10, 13       | 4             | 5              | 
| 22       | 24         | 33              | 10       | 20           | 3             | 6              | 
| 23       | 31         | 38              | 8        | 14, 19       | 2             | 5              | 
| 24       | 43         | 50              | 8        | 5, 20        | 4             | 7              | 
| 25       | 37         | 42              | 6        | 16, 22       | 2             | 7              | 
| 26       | 39         | 48              | 10       | 20, 21, 23   | 3             | 1              | 
| 27       | 34         | 42              | 9        | 19, 22       | 4             | 5              | 
| 28       | 49         | 49              | 1        | 18, 26       | 3             | 8              | 
| 29       | 34         | 42              | 9        | 3            | 3             | 5              | 
| 30       | 43         | 51              | 9        | 17, 25, 27   | 1             | 2              | 
| 31       | 51         | 51              | 1        | 24, 25, 28   | 2             | 6              | 
| 32       | 51         | 51              | 0        | 29, 30, 31   | -             | -              | 
Question: Why is the subset of activities 4, 10, 20 not completed at time period 28? 

Write a brief explanation without listing reasons. 

OUTPUT:
