PROMPT:
The project schedule problem is the problem of finding a schedule of activities that respect some precedence and resource restrictions while minimising the project completion time. In this context, provide an explanation to answer the following question about the solution of 32-activity project schedule problem. To do so, reason about the provided solution and the restrictions related to project scheduling. 
Solution: 
| activity | start_time | completion_time | duration | predecessors | resource_type | resource_units | 
|----------|------------|-----------------|----------|--------------|---------------|----------------| 
| 1        | 0          | 0               | 0        | nan          | -             | -              | 
| 2        | 1          | 4               | 4        | 1            | 2             | 10             | 
| 3        | 5          | 14              | 10       | 1            | 1             | 10             | 
| 4        | 1          | 4               | 4        | 1            | 1             | 8              | 
| 5        | 5          | 9               | 5        | 4            | 2             | 2              | 
| 6        | 18         | 25              | 8        | 4            | 1             | 6              | 
| 7        | 6          | 7               | 2        | 4            | 3             | 4              | 
| 8        | 13         | 14              | 2        | 5            | 2             | 10             | 
| 9        | 15         | 24              | 10       | 8            | 1             | 9              | 
| 10       | 15         | 16              | 2        | 8            | 4             | 1              | 
| 11       | 15         | 20              | 6        | 3            | 1             | 1              | 
| 12       | 32         | 38              | 7        | 10           | 2             | 1              | 
| 13       | 15         | 16              | 2        | 2, 3         | 3             | 3              | 
| 14       | 23         | 32              | 10       | 2, 11        | 2             | 7              | 
| 15       | 34         | 37              | 4        | 10           | 4             | 8              | 
| 16       | 23         | 31              | 9        | 13           | 3             | 7              | 
| 17       | 25         | 26              | 2        | 9            | 2             | 1              | 
| 18       | 5          | 12              | 8        | 2            | 1             | 4              | 
| 19       | 27         | 32              | 6        | 17           | 4             | 6              | 
| 20       | 10         | 17              | 8        | 5            | 2             | 5              | 
| 21       | 33         | 36              | 4        | 14           | 1             | 5              | 
| 22       | 33         | 35              | 3        | 6, 18, 19    | 2             | 9              | 
| 23       | 32         | 32              | 1        | 7, 20        | 1             | 6              | 
| 24       | 39         | 40              | 2        | 12           | 1             | 5              | 
| 25       | 27         | 30              | 4        | 17           | 1             | 5              | 
| 26       | 32         | 37              | 6        | 11, 25       | 1             | 7              | 
| 27       | 31         | 35              | 5        | 13, 25       | 3             | 10             | 
| 28       | 36         | 36              | 1        | 10, 22, 23   | 2             | 1              | 
| 29       | 37         | 42              | 6        | 13, 21, 28   | 2             | 4              | 
| 30       | 41         | 42              | 2        | 6, 24, 27    | 1             | 3              | 
| 31       | 38         | 42              | 5        | 15, 16, 26   | 1             | 4              | 
| 32       | 42         | 42              | 0        | 29, 30, 31   | -             | -              | 
Question: Why is activity 25 not completed after time period 30? 

Write a brief explanation without listing reasons. 

OUTPUT:
