PROMPT:
The project schedule problem is the problem of finding a schedule of activities that respect some precedence and resource restrictions while minimising the project completion time. In this context, provide an explanation to answer the following question about the solution of 32-activity project schedule problem. To do so, reason about the provided solution and the restrictions related to project scheduling. 
Solution: 
| activity | start_time | completion_time | duration | predecessors | resource_type | resource_units | 
|----------|------------|-----------------|----------|--------------|---------------|----------------| 
| 1        | 0          | 0               | 0        | nan          | -             | -              | 
| 2        | 1          | 4               | 4        | 1            | 1             | 4              | 
| 3        | 1          | 1               | 1        | 1            | 1             | 5              | 
| 4        | 1          | 5               | 5        | 1            | 1             | 4              | 
| 5        | 5          | 13              | 9        | 2            | 2             | 3              | 
| 6        | 2          | 11              | 10       | 3            | 2             | 4              | 
| 7        | 5          | 10              | 6        | 2            | 1             | 9              | 
| 8        | 6          | 6               | 1        | 4            | 2             | 4              | 
| 9        | 7          | 15              | 9        | 8            | 1             | 9              | 
| 10       | 12         | 13              | 2        | 6            | 2             | 10             | 
| 11       | 12         | 19              | 8        | 6, 8         | 3             | 7              | 
| 12       | 20         | 27              | 8        | 11           | 2             | 5              | 
| 13       | 20         | 27              | 8        | 11           | 4             | 4              | 
| 14       | 2          | 3               | 2        | 3            | 1             | 4              | 
| 15       | 14         | 15              | 2        | 5            | 1             | 8              | 
| 16       | 5          | 14              | 10       | 2            | 1             | 3              | 
| 17       | 14         | 21              | 8        | 10           | 1             | 7              | 
| 18       | 14         | 23              | 10       | 5            | 1             | 10             | 
| 19       | 28         | 29              | 2        | 9, 12        | 3             | 1              | 
| 20       | 20         | 29              | 10       | 11, 15       | 3             | 2              | 
| 21       | 11         | 15              | 5        | 7            | 1             | 3              | 
| 22       | 28         | 30              | 3        | 9, 13, 14    | 1             | 2              | 
| 23       | 24         | 29              | 6        | 18           | 1             | 9              | 
| 24       | 30         | 34              | 5        | 21, 23       | 1             | 2              | 
| 25       | 31         | 40              | 10       | 15, 19, 22   | 4             | 2              | 
| 26       | 35         | 44              | 10       | 6, 24        | 1             | 5              | 
| 27       | 6          | 13              | 8        | 4            | 2             | 5              | 
| 28       | 16         | 25              | 10       | 15, 16, 27   | 2             | 5              | 
| 29       | 26         | 27              | 2        | 8, 28        | 3             | 3              | 
| 30       | 22         | 31              | 10       | 5, 17        | 2             | 8              | 
| 31       | 45         | 47              | 3        | 20, 25, 26   | 1             | 3              | 
| 32       | 47         | 47              | 0        | 29, 30, 31   | -             | -              | 
Question: Why is activity 22 not completed at time period 43? 

Write a brief explanation without listing reasons. 

OUTPUT:
