PROMPT:
The project schedule problem is the problem of finding a schedule of activities that respect some precedence and resource restrictions while minimising the project completion time. In this context, provide an explanation to answer the following question about the solution of 32-activity project schedule problem. To do so, reason about the provided solution and the restrictions related to project scheduling. 
Solution: 
| activity | start_time | completion_time | duration | predecessors | resource_type | resource_units | 
|----------|------------|-----------------|----------|--------------|---------------|----------------| 
| 1        | 0          | 0               | 0        | nan          | -             | -              | 
| 2        | 1          | 5               | 5        | 1            | 3             | 2              | 
| 3        | 1          | 9               | 9        | 1            | 1             | 2              | 
| 4        | 1          | 5               | 5        | 1            | 4             | 6              | 
| 5        | 10         | 19              | 10       | 3            | 4             | 4              | 
| 6        | 6          | 8               | 3        | 2            | 1             | 3              | 
| 7        | 10         | 18              | 9        | 3            | 1             | 4              | 
| 8        | 20         | 29              | 10       | 5            | 1             | 10             | 
| 9        | 9          | 18              | 10       | 6            | 4             | 10             | 
| 10       | 30         | 34              | 5        | 8            | 3             | 9              | 
| 11       | 19         | 22              | 4        | 7            | 3             | 1              | 
| 12       | 9          | 13              | 5        | 6            | 2             | 5              | 
| 13       | 10         | 19              | 10       | 3            | 3             | 8              | 
| 14       | 23         | 23              | 1        | 11           | 4             | 8              | 
| 15       | 6          | 6               | 1        | 4            | 2             | 10             | 
| 16       | 24         | 31              | 8        | 14           | 2             | 1              | 
| 17       | 6          | 11              | 6        | 4            | 1             | 10             | 
| 18       | 32         | 33              | 2        | 16           | 1             | 6              | 
| 19       | 34         | 34              | 1        | 15, 17, 18   | 3             | 8              | 
| 20       | 7          | 13              | 7        | 15           | 4             | 4              | 
| 21       | 35         | 35              | 1        | 12, 19       | 1             | 5              | 
| 22       | 35         | 35              | 1        | 9, 19        | 1             | 6              | 
| 23       | 20         | 25              | 6        | 5, 7, 15     | 3             | 9              | 
| 24       | 35         | 36              | 2        | 2, 19        | 1             | 4              | 
| 25       | 24         | 28              | 5        | 14           | 2             | 9              | 
| 26       | 19         | 28              | 10       | 9, 20        | 3             | 5              | 
| 27       | 37         | 39              | 3        | 6, 24        | 3             | 8              | 
| 28       | 35         | 44              | 10       | 10, 26       | 1             | 10             | 
| 29       | 45         | 45              | 1        | 13, 28       | 4             | 3              | 
| 30       | 36         | 41              | 6        | 20, 22, 25   | 3             | 6              | 
| 31       | 40         | 40              | 1        | 21, 23, 27   | 3             | 4              | 
| 32       | 45         | 45              | 0        | 29, 30, 31   | -             | -              | 
Question: Why is activity 29 not completed at time period 153? 

Write a brief explanation without listing reasons. 

OUTPUT:
