PROMPT:
The project schedule problem is the problem of finding a schedule of activities that respect some precedence and resource restrictions while minimising the project completion time. In this context, provide an explanation to answer the following question about the solution of 32-activity project schedule problem. To do so, reason about the provided solution and the restrictions related to project scheduling. 
Solution: 
| activity | start_time | completion_time | duration | predecessors | resource_type | resource_units | 
|----------|------------|-----------------|----------|--------------|---------------|----------------| 
| 1        | 0          | 0               | 0        | nan          | -             | -              | 
| 2        | 1          | 5               | 5        | 1            | 3             | 5              | 
| 3        | 1          | 6               | 6        | 1            | 2             | 10             | 
| 4        | 1          | 2               | 2        | 1            | 4             | 2              | 
| 5        | 7          | 14              | 8        | 3            | 4             | 5              | 
| 6        | 3          | 4               | 2        | 4            | 1             | 8              | 
| 7        | 6          | 9               | 4        | 2            | 3             | 4              | 
| 8        | 3          | 11              | 9        | 4            | 1             | 1              | 
| 9        | 6          | 6               | 1        | 4            | 4             | 10             | 
| 10       | 7          | 7               | 1        | 3            | 2             | 6              | 
| 11       | 18         | 23              | 6        | 8            | 3             | 4              | 
| 12       | 15         | 21              | 7        | 5            | 4             | 9              | 
| 13       | 8          | 10              | 3        | 10           | 4             | 9              | 
| 14       | 10         | 17              | 8        | 10           | 3             | 9              | 
| 15       | 10         | 16              | 7        | 7            | 1             | 7              | 
| 16       | 22         | 26              | 5        | 7, 12        | 2             | 5              | 
| 17       | 8          | 16              | 9        | 10           | 4             | 1              | 
| 18       | 22         | 24              | 3        | 14           | 4             | 7              | 
| 19       | 18         | 21              | 4        | 14           | 4             | 4              | 
| 20       | 10         | 11              | 2        | 2            | 2             | 2              | 
| 21       | 22         | 25              | 4        | 19           | 3             | 1              | 
| 22       | 27         | 36              | 10       | 15, 21       | 3             | 3              | 
| 23       | 26         | 30              | 5        | 21           | 4             | 7              | 
| 24       | 12         | 15              | 4        | 8, 20        | 4             | 3              | 
| 25       | 31         | 32              | 2        | 7, 18, 23    | 2             | 3              | 
| 26       | 17         | 24              | 8        | 9, 17, 24    | 1             | 3              | 
| 27       | 24         | 28              | 5        | 2, 11, 17    | 1             | 6              | 
| 28       | 29         | 36              | 8        | 6, 27        | 4             | 9              | 
| 29       | 29         | 37              | 9        | 6, 27        | 2             | 6              | 
| 30       | 38         | 38              | 1        | 16, 22, 26   | 2             | 6              | 
| 31       | 38         | 38              | 1        | 13, 25, 28   | 4             | 3              | 
| 32       | 38         | 38              | 0        | 29, 30, 31   | -             | -              | 
Question: Why is activity 25 completed at time period 32 instead of time period 31? 

Write a brief explanation without listing reasons. 

OUTPUT:
