PROMPT:
The project schedule problem is the problem of finding a schedule of activities that respect some precedence and resource restrictions while minimising the project completion time. In this context, provide an explanation to answer the following question about the solution of 32-activity project schedule problem. To do so, reason about the provided solution and the restrictions related to project scheduling. 
Solution: 
| activity | start_time | completion_time | duration | predecessors | resource_type | resource_units | 
|----------|------------|-----------------|----------|--------------|---------------|----------------| 
| 1        | 0          | 0               | 0        | nan          | -             | -              | 
| 2        | 1          | 9               | 9        | 1            | 2             | 4              | 
| 3        | 35         | 39              | 5        | 1            | 2             | 2              | 
| 4        | 10         | 18              | 9        | 1            | 1             | 1              | 
| 5        | 10         | 17              | 8        | 2            | 1             | 10             | 
| 6        | 21         | 26              | 6        | 5            | 4             | 5              | 
| 7        | 18         | 20              | 3        | 2            | 1             | 9              | 
| 8        | 40         | 49              | 10       | 3            | 4             | 3              | 
| 9        | 19         | 28              | 10       | 4            | 2             | 5              | 
| 10       | 50         | 57              | 8        | 8            | 3             | 9              | 
| 11       | 16         | 18              | 3        | 2            | 1             | 1              | 
| 12       | 42         | 50              | 9        | 9            | 1             | 4              | 
| 13       | 22         | 22              | 1        | 7            | 4             | 4              | 
| 14       | 43         | 49              | 7        | 7, 11        | 2             | 2              | 
| 15       | 51         | 51              | 1        | 4, 8         | 1             | 5              | 
| 16       | 46         | 49              | 4        | 5, 13        | 1             | 5              | 
| 17       | 59         | 65              | 7        | 10, 16       | 2             | 5              | 
| 18       | 58         | 58              | 1        | 15           | 1             | 1              | 
| 19       | 58         | 59              | 2        | 10           | 1             | 1              | 
| 20       | 23         | 23              | 1        | 5            | 1             | 2              | 
| 21       | 19         | 26              | 8        | 4            | 1             | 4              | 
| 22       | 27         | 34              | 8        | 6, 13        | 1             | 5              | 
| 23       | 66         | 74              | 9        | 17           | 1             | 4              | 
| 24       | 35         | 41              | 7        | 22           | 1             | 2              | 
| 25       | 60         | 65              | 6        | 9, 19, 21    | 2             | 2              | 
| 26       | 56         | 65              | 10       | 12, 14, 24   | 1             | 5              | 
| 27       | 66         | 74              | 9        | 14, 25       | 2             | 8              | 
| 28       | 67         | 71              | 5        | 19           | 1             | 7              | 
| 29       | 75         | 82              | 8        | 18, 26, 27   | 1             | 10             | 
| 30       | 52         | 55              | 4        | 3, 12, 20    | 1             | 9              | 
| 31       | 75         | 78              | 4        | 23, 28       | 2             | 1              | 
| 32       | 82         | 82              | 0        | 29, 30, 31   | -             | -              | 
Question: Why is activity 25 not completed after time period 65? 

Write a brief explanation without listing reasons. 

OUTPUT:
