PROMPT:
The project schedule problem is the problem of finding a schedule of activities that respect some precedence and resource restrictions while minimising the project completion time. In this context, provide an explanation to answer the following question about the solution of 32-activity project schedule problem. To do so, reason about the provided solution and the restrictions related to project scheduling. 
Solution: 
| activity | start_time | completion_time | duration | predecessors | resource_type | resource_units | 
|----------|------------|-----------------|----------|--------------|---------------|----------------| 
| 1        | 0          | 0               | 0        | nan          | -             | -              | 
| 2        | 1          | 5               | 5        | 1            | 4             | 2              | 
| 3        | 1          | 8               | 8        | 1            | 3             | 9              | 
| 4        | 1          | 1               | 1        | 1            | 4             | 3              | 
| 5        | 9          | 17              | 9        | 3            | 2             | 10             | 
| 6        | 6          | 10              | 5        | 2            | 2             | 3              | 
| 7        | 6          | 14              | 9        | 2            | 4             | 8              | 
| 8        | 11         | 16              | 6        | 6            | 3             | 5              | 
| 9        | 18         | 25              | 8        | 5            | 3             | 9              | 
| 10       | 9          | 16              | 8        | 3            | 4             | 7              | 
| 11       | 26         | 32              | 7        | 7            | 3             | 10             | 
| 12       | 26         | 30              | 5        | 9            | 1             | 7              | 
| 13       | 17         | 22              | 6        | 4            | 4             | 8              | 
| 14       | 36         | 44              | 9        | 13           | 2             | 9              | 
| 15       | 2          | 4               | 3        | 4            | 3             | 9              | 
| 16       | 31         | 36              | 6        | 12           | 4             | 8              | 
| 17       | 15         | 17              | 3        | 7            | 4             | 1              | 
| 18       | 6          | 8               | 3        | 2            | 4             | 5              | 
| 19       | 22         | 30              | 9        | 8            | 4             | 7              | 
| 20       | 33         | 39              | 7        | 11, 15       | 4             | 7              | 
| 21       | 5          | 10              | 6        | 15           | 1             | 8              | 
| 22       | 31         | 37              | 7        | 13, 17, 19   | 1             | 10             | 
| 23       | 31         | 35              | 5        | 9            | 2             | 8              | 
| 24       | 40         | 48              | 9        | 20           | 2             | 6              | 
| 25       | 43         | 47              | 5        | 15, 22       | 3             | 6              | 
| 26       | 38         | 46              | 9        | 16, 21, 23   | 3             | 2              | 
| 27       | 37         | 44              | 8        | 4, 10, 23    | 4             | 5              | 
| 28       | 26         | 34              | 9        | 6, 21        | 3             | 7              | 
| 29       | 48         | 51              | 4        | 14, 20, 25   | 4             | 6              | 
| 30       | 49         | 54              | 6        | 18, 24, 26   | 2             | 10             | 
| 31       | 45         | 52              | 8        | 7, 27, 28    | 3             | 3              | 
| 32       | 54         | 54              | 0        | 29, 30, 31   | -             | -              | 
Question: Why is the subset of activities 30, 32 completed at time period 54? 

Write a brief explanation without listing reasons. 

OUTPUT:
