PROMPT:
The project schedule problem is the problem of finding a schedule of activities that respect some precedence and resource restrictions while minimising the project completion time. In this context, provide an explanation to answer the following question about the solution of 32-activity project schedule problem. To do so, reason about the provided solution and the restrictions related to project scheduling. 
Solution: 
| activity | start_time | completion_time | duration | predecessors | resource_type | resource_units | 
|----------|------------|-----------------|----------|--------------|---------------|----------------| 
| 1        | 0          | 0               | 0        | nan          | -             | -              | 
| 2        | 1          | 6               | 6        | 1            | 1             | 2              | 
| 3        | 1          | 2               | 2        | 1            | 1             | 9              | 
| 4        | 1          | 8               | 8        | 1            | 1             | 2              | 
| 5        | 9          | 10              | 2        | 4            | 2             | 8              | 
| 6        | 7          | 12              | 6        | 2            | 1             | 4              | 
| 7        | 13         | 16              | 4        | 6            | 1             | 1              | 
| 8        | 14         | 18              | 5        | 4            | 4             | 4              | 
| 9        | 9          | 11              | 3        | 4            | 1             | 9              | 
| 10       | 17         | 26              | 10       | 7            | 3             | 2              | 
| 11       | 13         | 14              | 2        | 5            | 1             | 1              | 
| 12       | 25         | 31              | 7        | 8            | 1             | 1              | 
| 13       | 32         | 35              | 4        | 12           | 3             | 3              | 
| 14       | 15         | 17              | 3        | 11           | 1             | 6              | 
| 15       | 19         | 27              | 9        | 6            | 2             | 10             | 
| 16       | 27         | 29              | 3        | 10           | 2             | 8              | 
| 17       | 3          | 8               | 6        | 3            | 2             | 7              | 
| 18       | 47         | 47              | 1        | 10, 13, 14   | 1             | 8              | 
| 19       | 40         | 42              | 3        | 8, 15        | 1             | 2              | 
| 20       | 17         | 22              | 6        | 7            | 2             | 1              | 
| 21       | 11         | 11              | 1        | 5            | 2             | 8              | 
| 22       | 12         | 21              | 10       | 21           | 1             | 10             | 
| 23       | 43         | 45              | 3        | 19, 20, 21   | 3             | 5              | 
| 24       | 30         | 35              | 6        | 16           | 4             | 2              | 
| 25       | 23         | 27              | 5        | 9, 20, 22    | 1             | 2              | 
| 26       | 36         | 45              | 10       | 13, 17, 24   | 2             | 4              | 
| 27       | 36         | 41              | 6        | 24, 25       | 2             | 2              | 
| 28       | 38         | 45              | 8        | 2            | 1             | 3              | 
| 29       | 46         | 55              | 10       | 14, 22, 28   | 1             | 9              | 
| 30       | 48         | 55              | 8        | 9, 18, 23    | 1             | 3              | 
| 31       | 46         | 55              | 10       | 26, 27       | 4             | 4              | 
| 32       | 55         | 55              | 0        | 29, 30, 31   | -             | -              | 
Question: Why is activity 28 not completed at time period 121? 

Write a brief explanation without listing reasons. 

OUTPUT:
